全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.43
1.11
1.83
2.40
2.40
2.24
2.19
1.61
1.30
0.51
0.00
0.00
0.00
0.00
0.00
0.00
0.00
