全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.10
0.60
0.97
1.47
0.87
0.34
0.63
0.64
0.94
0.64
0.55
0.05
0.00
0.00
0.00
0.00
0.00
0.00
