,Local_Time,YEAR,MONTH,DAY,HOUR,OPTPWR,kwh,ACV1,ACV2,ACCL1,ACCL2,ACF1,IIT,IHT,DCVL1,DCVL2,DCCL1,DCCL2,IPA,IPB,TOTALKWH
1255,2020-04-22 13:00:00,2020,4,22,13,25.57,8.6,233.0,226.0,38.1,37.2,60.0,40.0,48.0,785.0,760.0,17.9,17.5,13.3,13.13,48482.0
1256,2020-04-22 14:00:00,2020,4,22,14,10.31,4.019,231.0,226.0,15.8,14.8,60.1,38.0,33.0,783.0,769.0,6.7,6.8,5.19,5.18,48491.0
1257,2020-04-22 15:00:00,2020,4,22,15,5.86,2.036,232.0,226.0,9.2,8.3,60.1,38.0,36.0,767.0,767.0,3.8,3.8,2.94,2.97,48495.0
1258,2020-04-22 16:00:00,2020,4,22,16,2.81,0.551,230.0,226.0,4.6,4.2,60.1,37.0,36.0,761.0,746.0,1.7,1.7,1.44,1.38,48498.0
1259,2020-04-22 17:00:00,2020,4,22,17,0.83,0.055999999999999994,227.0,224.0,2.3,2.2,60.1,36.0,34.0,719.0,720.0,0.4,0.4,0.43,0.46,48498.0
1260,2020-04-22 18:00:00,2020,4,22,18,0.13,0.0,226.0,223.0,1.9,1.7,60.0,35.0,31.0,222.0,216.0,0.0,0.0,0.0,0.13,48498.0
1271,2020-04-23 05:00:00,2020,4,23,5,0.11,0.363,229.0,226.0,1.8,1.7,60.0,29.0,21.0,731.0,725.0,0.0,0.0,0.0,0.13,48498.0
1272,2020-04-23 06:00:00,2020,4,23,6,0.98,2.4139999999999997,229.0,226.0,2.3,2.1,60.1,31.0,25.0,720.0,709.0,0.4,0.5,0.46,0.48,48499.0
1273,2020-04-23 07:00:00,2020,4,23,7,3.48,5.172000000000001,232.0,226.0,5.7,5.0,60.1,34.0,31.0,768.0,765.0,2.1,2.1,1.77,1.87,48501.0
1274,2020-04-23 08:00:00,2020,4,23,8,8.31,10.164,232.0,226.0,12.8,11.9,60.0,34.0,37.0,782.0,782.0,5.3,5.3,4.15,4.22,48506.0
1275,2020-04-23 09:00:00,2020,4,23,9,21.69,10.446000000000002,230.0,225.0,32.4,31.3,60.0,34.0,39.0,779.0,772.0,15.9,13.6,11.92,10.06,48517.0
1276,2020-04-23 10:00:00,2020,4,23,10,11.82,9.584999999999999,229.0,225.0,17.9,16.9,60.1,34.0,33.0,785.0,772.0,7.6,7.8,5.94,5.91,48527.0
1277,2020-04-23 11:00:00,2020,4,23,11,15.0,16.217,229.0,224.0,22.8,21.5,60.1,35.0,35.0,783.0,764.0,10.0,10.1,7.65,7.54,48537.0
1278,2020-04-23 12:00:00,2020,4,23,12,20.98,5.7410000000000005,232.0,227.0,30.8,30.5,60.5,38.0,40.0,767.0,761.0,15.0,13.9,11.16,10.47,48553.0
1279,2020-04-23 13:00:00,2020,4,23,13,9.26,6.236999999999999,231.0,226.0,14.1,13.2,60.1,38.0,36.0,767.0,759.0,5.9,6.0,4.66,4.63,48559.0
1280,2020-04-23 14:00:00,2020,4,23,14,7.76,3.9330000000000003,231.0,225.0,11.8,10.9,60.1,38.0,42.0,771.0,768.0,5.0,4.9,3.87,3.88,48565.0
1281,2020-04-23 15:00:00,2020,4,23,15,4.47,2.5580000000000003,230.0,225.0,7.1,6.3,60.1,37.0,38.0,762.0,763.0,2.8,2.8,2.27,2.26,48569.0
1282,2020-04-23 16:00:00,2020,4,23,16,4.79,0.4220000000000001,230.0,227.0,7.6,6.8,60.0,37.0,39.0,758.0,755.0,3.0,3.0,2.42,2.43,48572.0
1283,2020-04-23 17:00:00,2020,4,23,17,0.76,0.043,230.0,228.0,2.2,2.1,60.1,36.0,36.0,710.0,721.0,0.3,0.4,0.36,0.43,48572.0
1284,2020-04-23 18:00:00,2020,4,23,18,0.1,0.0,231.0,227.0,1.9,1.8,60.1,32.0,31.0,225.0,221.0,0.0,0.0,0.0,0.13,48572.0
1295,2020-04-24 05:00:00,2020,4,24,5,0.15,0.262,230.0,227.0,1.8,1.8,60.1,28.0,21.0,752.0,745.0,0.4,0.4,0.08,0.19,48572.0
1296,2020-04-24 06:00:00,2020,4,24,6,0.77,1.947,230.0,227.0,2.3,2.0,60.1,31.0,25.0,716.0,715.0,0.3,0.3,0.41,0.4,48572.0
1297,2020-04-24 07:00:00,2020,4,24,7,4.06,2.4210000000000003,230.0,227.0,6.5,5.8,60.1,33.0,31.0,771.0,764.0,2.5,2.5,2.07,2.06,48574.0
1298,2020-04-24 08:00:00,2020,4,24,8,3.23,4.5,228.0,225.0,5.3,4.7,60.1,34.0,33.0,769.0,760.0,1.9,2.0,1.61,1.61,48577.0
1299,2020-04-24 09:00:00,2020,4,24,9,6.87,6.053999999999999,230.0,228.0,10.4,9.7,60.0,36.0,41.0,779.0,772.0,4.4,4.3,3.47,3.46,48581.0
1300,2020-04-24 10:00:00,2020,4,24,10,8.34,3.6479999999999997,232.0,229.0,12.5,11.7,60.1,35.0,42.0,773.0,772.0,5.3,5.4,4.07,4.21,48587.0
1301,2020-04-24 11:00:00,2020,4,24,11,5.59,6.879999999999999,230.0,228.0,8.6,7.9,60.1,36.0,37.0,767.0,765.0,3.5,3.5,2.82,2.8,48591.0
1302,2020-04-24 12:00:00,2020,4,24,12,10.85,12.498,233.0,230.0,16.2,15.5,60.1,35.0,41.0,784.0,782.0,6.9,7.0,5.47,5.42,48598.0
1303,2020-04-24 13:00:00,2020,4,24,13,16.69,6.204000000000001,232.0,227.0,24.7,23.7,60.1,35.0,36.0,774.0,772.0,11.2,11.1,8.52,8.32,48611.0
1304,2020-04-24 14:00:00,2020,4,24,14,8.29,5.156000000000001,231.0,227.0,12.4,11.8,60.1,37.0,36.0,782.0,774.0,5.3,5.3,4.16,4.19,48617.0
1305,2020-04-24 15:00:00,2020,4,24,15,7.03,2.705,231.0,228.0,10.7,10.0,60.1,36.0,38.0,784.0,776.0,4.4,4.4,3.56,3.51,48622.0
1306,2020-04-24 16:00:00,2020,4,24,16,3.17,1.0029999999999997,230.0,227.0,5.2,4.5,60.1,36.0,33.0,759.0,752.0,1.9,1.9,1.56,1.6,48625.0
1307,2020-04-24 17:00:00,2020,4,24,17,1.36,0.08400000000000002,232.0,229.0,2.8,2.5,60.0,35.0,34.0,736.0,718.0,0.7,0.7,0.66,0.69,48626.0
1308,2020-04-24 18:00:00,2020,4,24,18,0.12,0.0,229.0,226.0,1.9,1.7,60.1,34.0,34.0,225.0,221.0,0.0,0.0,0.0,0.18,48626.0
1319,2020-04-25 05:00:00,2020,4,25,5,0.66,1.844,230.0,226.0,2.1,1.9,60.1,29.0,21.0,738.0,731.0,0.3,0.3,0.35,0.34,48626.0
1320,2020-04-25 06:00:00,2020,4,25,6,3.1,3.6060000000000003,229.0,226.0,5.1,4.5,60.1,34.0,31.0,755.0,755.0,1.9,1.9,1.64,1.55,48628.0
1321,2020-04-25 07:00:00,2020,4,25,7,4.13,6.302,232.0,229.0,6.5,5.9,60.1,38.0,42.0,759.0,750.0,2.6,2.6,2.08,2.08,48631.0
1322,2020-04-25 08:00:00,2020,4,25,8,9.72,8.962,233.0,229.0,14.4,13.9,60.1,39.0,46.0,765.0,764.0,6.5,6.6,4.86,4.88,48638.0
1323,2020-04-25 09:00:00,2020,4,25,9,10.47,7.848999999999999,231.0,228.0,15.7,14.9,60.1,39.0,34.0,769.0,741.0,6.8,7.2,5.27,5.28,48647.0
1324,2020-04-25 10:00:00,2020,4,25,10,10.96,13.672,231.0,228.0,16.3,15.5,60.1,38.0,34.0,755.0,744.0,7.3,7.4,5.47,5.47,48655.0
1325,2020-04-25 11:00:00,2020,4,25,11,18.81,12.72,234.0,230.0,27.8,26.9,60.1,42.0,42.0,767.0,750.0,13.0,13.2,9.45,9.52,48668.0
1326,2020-04-25 12:00:00,2020,4,25,12,15.68,11.612,233.0,229.0,22.7,22.1,60.1,43.0,39.0,749.0,749.0,10.8,10.8,7.92,7.85,48681.0
1327,2020-04-25 13:00:00,2020,4,25,13,13.19,11.758,232.0,228.0,19.5,18.9,60.1,41.0,37.0,749.0,741.0,8.9,8.9,6.63,6.56,48693.0
1328,2020-04-25 14:00:00,2020,4,25,14,15.25,7.228000000000001,231.0,228.0,22.5,21.6,60.1,41.0,39.0,743.0,739.0,10.4,10.5,7.56,7.68,48705.0
1329,2020-04-25 15:00:00,2020,4,25,15,9.6,6.074999999999999,230.0,227.0,14.3,13.7,60.1,42.0,38.0,771.0,751.0,6.4,6.4,4.74,4.89,48712.0
1330,2020-04-25 16:00:00,2020,4,25,16,8.97,1.8679999999999999,232.0,229.0,13.6,12.7,60.1,41.0,38.0,771.0,764.0,5.7,6.1,4.39,4.61,48718.0
1331,2020-04-25 17:00:00,2020,4,25,17,3.34,0.13399999999999998,232.0,229.0,5.4,4.9,60.1,41.0,42.0,746.0,744.0,2.0,2.1,1.65,1.71,48720.0
1332,2020-04-25 18:00:00,2020,4,25,18,0.51,0.0,230.0,227.0,2.0,1.8,60.0,40.0,42.0,687.0,674.0,0.2,0.2,0.27,0.28,48720.0
1343,2020-04-26 05:00:00,2020,4,26,5,0.0,0.30100000000000005,230.0,227.0,0.9,0.8,60.1,29.0,21.0,751.0,744.0,0.4,0.4,0.08,0.08,48720.0
1344,2020-04-26 06:00:00,2020,4,26,6,0.84,0.738,230.0,226.0,2.3,2.1,60.0,34.0,29.0,716.0,685.0,0.4,0.4,0.43,0.43,48720.0
1345,2020-04-26 07:00:00,2020,4,26,7,1.17,1.468,230.0,227.0,2.5,2.3,60.1,36.0,34.0,727.0,712.0,0.6,0.6,0.61,0.6,48721.0
1346,2020-04-26 08:00:00,2020,4,26,8,2.98,2.031,233.0,229.0,4.9,4.3,60.0,37.0,38.0,764.0,745.0,1.8,1.8,1.52,1.48,48722.0
1347,2020-04-26 09:00:00,2020,4,26,9,2.92,4.013,229.0,227.0,4.8,4.3,60.1,38.0,42.0,746.0,742.0,1.8,1.7,1.52,1.43,48724.0
1348,2020-04-26 10:00:00,2020,4,26,10,7.54,13.578999999999999,228.0,225.0,11.5,10.9,60.1,40.0,48.0,771.0,763.0,4.9,4.9,3.81,3.74,48728.0
1349,2020-04-26 11:00:00,2020,4,26,11,25.93,13.522,234.0,228.0,37.4,36.9,60.3,40.0,46.0,757.0,754.0,17.9,17.8,13.12,13.31,48742.0
1350,2020-04-26 12:00:00,2020,4,26,12,17.6,15.035999999999998,231.0,228.0,26.4,25.8,60.2,42.0,42.0,749.0,746.0,11.7,12.7,8.52,9.23,48755.0
1351,2020-04-26 13:00:00,2020,4,26,13,22.01,10.620999999999999,232.0,228.0,32.7,32.9,60.3,41.0,43.0,763.0,745.0,14.8,16.7,11.0,12.26,48770.0
1352,2020-04-26 14:00:00,2020,4,26,14,18.81,10.758,232.0,229.0,27.2,26.8,60.4,41.0,42.0,765.0,747.0,14.1,13.1,10.0,9.43,48781.0
1353,2020-04-26 15:00:00,2020,4,26,15,12.46,4.927999999999999,231.0,228.0,18.6,17.8,60.1,41.0,41.0,768.0,758.0,8.4,8.4,6.3,6.25,48792.0
1354,2020-04-26 16:00:00,2020,4,26,16,6.84,1.818,232.0,228.0,10.5,9.7,60.1,42.0,42.0,770.0,748.0,4.4,4.6,3.36,3.51,48797.0
1355,2020-04-26 17:00:00,2020,4,26,17,2.92,0.112,230.0,226.0,4.8,4.2,60.1,41.0,43.0,746.0,744.0,1.7,1.8,1.45,1.5,48799.0
1356,2020-04-26 18:00:00,2020,4,26,18,0.33,0.0,228.0,225.0,1.9,1.8,60.1,40.0,42.0,217.0,650.0,0.1,0.1,0.15,0.22,48799.0
1367,2020-04-27 05:00:00,2020,4,27,5,0.11,1.1580000000000001,228.0,225.0,1.8,1.7,60.1,33.0,25.0,720.0,713.0,0.0,0.0,0.0,0.16,48799.0
1368,2020-04-27 06:00:00,2020,4,27,6,1.63,2.441,232.0,229.0,3.5,3.1,60.1,36.0,33.0,734.0,732.0,1.1,1.2,0.96,1.03,48801.0
1369,2020-04-27 07:00:00,2020,4,27,7,3.67,4.0600000000000005,232.0,228.0,5.8,5.2,60.0,39.0,39.0,754.0,746.0,2.2,2.3,1.82,1.83,48803.0
1370,2020-04-27 08:00:00,2020,4,27,8,5.58,2.797,231.0,227.0,8.6,7.9,60.1,41.0,46.0,756.0,750.0,3.5,3.6,2.78,2.79,48807.0
1371,2020-04-27 09:00:00,2020,4,27,9,3.52,5.07,231.0,228.0,5.7,5.0,60.1,41.0,47.0,750.0,744.0,2.2,2.2,1.79,1.78,48810.0
1372,2020-04-27 10:00:00,2020,4,27,10,7.2,5.7459999999999996,230.0,226.0,11.1,10.4,60.0,42.0,49.0,757.0,743.0,4.7,4.8,3.62,3.62,48815.0
1373,2020-04-27 11:00:00,2020,4,27,11,8.34,13.487000000000002,230.0,227.0,12.6,12.1,60.0,43.0,49.0,759.0,754.0,5.6,5.5,4.21,4.2,48821.0
1374,2020-04-27 12:00:00,2020,4,27,12,18.79,18.729000000000003,232.0,228.0,27.9,26.9,60.1,43.0,42.0,749.0,744.0,13.1,13.5,9.55,9.99,48834.0
1375,2020-04-27 13:00:00,2020,4,27,13,21.57,15.593,232.0,228.0,32.6,31.4,60.4,45.0,48.0,729.0,726.0,16.4,15.8,11.68,10.97,48853.0
1376,2020-04-27 14:00:00,2020,4,27,14,23.06,12.657,233.0,228.0,33.7,33.3,60.4,45.0,49.0,735.0,730.0,16.0,16.4,11.65,11.63,48868.0
1377,2020-04-27 15:00:00,2020,4,27,15,18.82,9.407,233.0,229.0,28.1,26.9,60.1,44.0,43.0,756.0,740.0,13.2,13.4,10.04,9.87,48882.0
1378,2020-04-27 16:00:00,2020,4,27,16,12.96,2.658,232.0,229.0,19.2,18.5,60.1,42.0,38.0,715.0,760.0,8.6,9.3,6.11,6.89,48891.0
1379,2020-04-27 17:00:00,2020,4,27,17,5.38,0.28400000000000003,231.0,228.0,8.2,7.7,60.1,42.0,37.0,759.0,751.0,4.0,4.3,2.08,3.29,48893.0
1380,2020-04-27 18:00:00,2020,4,27,18,0.9,0.0,229.0,226.0,2.3,2.1,60.0,41.0,39.0,715.0,698.0,0.4,0.4,0.43,0.49,48894.0
1391,2020-04-28 05:00:00,2020,4,28,5,1.1,2.493,232.0,229.0,2.4,2.3,60.1,34.0,28.0,749.0,743.0,0.6,0.5,0.59,0.53,48894.0
1392,2020-04-28 06:00:00,2020,4,28,6,5.33,7.8180000000000005,232.0,229.0,8.0,7.5,60.0,42.0,38.0,765.0,758.0,3.5,3.5,2.76,2.55,48896.0
1393,2020-04-28 07:00:00,2020,4,28,7,11.51,12.357999999999999,232.0,229.0,17.2,16.4,60.1,43.0,42.0,768.0,745.0,7.8,7.8,5.86,5.69,48905.0
1394,2020-04-28 08:00:00,2020,4,28,8,20.54,18.09,234.0,229.0,30.3,29.6,60.1,44.0,43.0,759.0,756.0,14.2,13.8,10.4,10.41,48917.0
