YEAR,MONTH,DAY,HOUR,OPTPWR,IIT,IHT,kwh,SUN
2020,6,16,15,18.43,52.0,53.0,11.163,2.05
2020,6,16,16,13.86,49.0,47.0,4.739999999999998,0.89
2020,6,16,17,7.96,47.0,43.0,0.7090000000000004,0.39
2020,6,16,18,2.04,47.0,46.0,0.0,0.0
2020,6,17,5,1.07,43.0,37.0,2.5820000000000007,0.0
2020,6,17,6,4.62,50.0,48.0,8.104000000000001,0.56
2020,6,17,7,11.2,53.0,49.0,13.804000000000002,1.34
2020,6,17,8,16.06,56.0,49.0,18.195999999999998,2.25
2020,6,17,9,19.85,57.0,54.0,20.466999999999995,2.7
2020,6,17,10,21.84,57.0,58.0,22.278,3.26
2020,6,17,11,22.92,55.0,59.0,22.493,3.6
2020,6,17,12,23.19,55.0,59.0,22.473000000000003,3.6
2020,6,17,13,23.41,55.0,59.0,19.999000000000006,3.15
2020,6,17,14,21.32,54.0,57.0,15.759999999999998,2.71
2020,6,17,15,18.37,51.0,53.0,12.023,2.07
2020,6,17,16,13.7,49.0,47.0,4.758,0.91
2020,6,17,17,8.02,47.0,45.0,0.7560000000000003,0.39
2020,6,17,18,2.1,47.0,46.0,0.0,0.0
2020,6,18,5,1.54,43.0,36.0,2.873,0.02
2020,6,18,6,4.91,50.0,49.0,7.435,0.63
2020,6,18,7,10.41,52.0,49.0,13.388000000000002,1.36
2020,6,18,8,15.86,55.0,49.0,17.569000000000006,2.14
2020,6,18,9,19.61,56.0,53.0,20.511000000000006,2.57
2020,6,18,10,21.68,56.0,57.0,22.186,3.14
2020,6,18,11,23.06,55.0,59.0,22.371,3.57
2020,6,18,12,23.22,55.0,59.0,21.354000000000006,3.53
2020,6,18,13,22.44,55.0,59.0,18.629,2.85
2020,6,18,14,20.95,54.0,55.0,16.324999999999996,2.64
2020,6,18,15,17.81,51.0,53.0,11.766000000000005,2.16
2020,6,18,16,14.07,49.0,48.0,5.204999999999998,1.18
2020,6,18,17,8.28,48.0,43.0,0.7440000000000003,0.6
2020,6,18,18,2.23,47.0,45.0,0.0,0.0
2020,6,19,5,1.76,43.0,37.0,3.1820000000000013,0.12
2020,6,19,6,5.54,51.0,49.0,6.349,0.6
2020,6,19,7,9.49,52.0,46.0,12.470999999999998,1.03
2020,6,19,8,13.48,52.0,46.0,2.031,1.71
2020,6,19,9,16.06,52.0,48.0,35.900999999999975,2.52
2020,6,19,10,22.54,56.0,58.0,21.212000000000003,3.09
2020,6,19,11,23.2,56.0,59.0,21.378,3.17
2020,6,19,12,24.43,55.0,59.0,20.286000000000005,2.96
2020,6,19,13,22.98,54.0,58.0,19.730999999999995,2.67
2020,6,19,14,20.87,53.0,55.0,16.85,2.9
2020,6,19,15,19.08,53.0,54.0,10.896000000000004,1.93
2020,6,19,16,13.49,50.0,47.0,4.926999999999998,0.9
2020,6,19,17,8.57,49.0,43.0,0.6650000000000004,0.33
2020,6,19,18,1.64,48.0,46.0,0.0,0.0
2020,6,21,5,1.29,43.0,36.0,2.322,0.12
2020,6,21,6,2.91,47.0,46.0,6.252999999999999,0.54
2020,6,21,7,13.18,51.0,49.0,13.517,0.9
2020,6,21,8,15.99,55.0,49.0,16.804000000000002,1.62
2020,6,21,9,19.72,57.0,54.0,17.545,2.72
2020,6,21,10,22.72,56.0,54.0,19.802,2.58
2020,6,21,11,25.98,54.0,59.0,22.129,2.75
2020,6,21,12,25.87,55.0,61.0,23.905000000000005,2.88
2020,6,21,13,25.3,57.0,62.0,20.141,2.19
2020,6,21,14,22.27,56.0,59.0,10.417999999999996,2.74
2020,6,21,15,15.76,53.0,52.0,2.8750000000000004,1.27
2020,6,21,16,5.2,50.0,49.0,3.8520000000000008,0.1
2020,6,21,17,5.85,49.0,49.0,0.6850000000000003,0.55
2020,6,21,18,1.62,48.0,49.0,0.0,0.0
2020,6,22,5,0.87,43.0,36.0,2.1270000000000007,0.0
2020,6,22,6,4.25,50.0,47.0,7.765,0.55
2020,6,22,7,10.8,53.0,49.0,13.328,1.3
2020,6,22,8,15.85,56.0,49.0,17.792,2.13
2020,6,22,9,19.03,57.0,54.0,20.208,2.77
2020,6,22,10,21.59,57.0,58.0,22.04400000000001,3.0
2020,6,22,11,23.38,56.0,59.0,22.145,3.18
2020,6,22,12,24.33,55.0,59.0,19.782,3.23
2020,6,22,13,23.26,54.0,59.0,20.125,3.05
2020,6,22,14,21.54,53.0,57.0,15.828,2.86
2020,6,22,15,18.85,53.0,54.0,12.338000000000005,2.13
2020,6,22,16,15.91,50.0,49.0,6.219999999999999,1.07
2020,6,22,17,9.31,49.0,43.0,0.7400000000000002,0.62
2020,6,22,18,2.55,49.0,45.0,0.0,0.06
2020,6,25,5,1.72,45.0,38.0,3.3440000000000003,0.12
2020,6,25,6,4.81,51.0,49.0,3.2069999999999994,0.82
2020,6,25,7,6.52,52.0,49.0,0.0,1.6
2020,6,26,5,1.7,43.0,37.0,2.6520000000000006,0.0
2020,6,26,6,3.57,47.0,47.0,2.9330000000000003,0.49
2020,6,26,7,7.78,48.0,49.0,0.0,0.7
2020,6,27,5,0.89,41.0,36.0,2.136000000000001,0.0
2020,6,27,6,5.1,49.0,47.0,3.884,0.6
2020,6,27,7,8.39,54.0,49.0,0.0,1.25
2020,6,28,5,1.64,43.0,37.0,3.1819999999999995,0.0
2020,6,28,6,5.46,51.0,49.0,3.7889999999999997,0.51
2020,6,28,7,7.3,52.0,48.0,0.0,0.98
2020,6,30,5,1.49,44.0,37.0,2.9080000000000013,0.0
2020,6,30,6,4.5,51.0,49.0,7.282000000000003,0.68
2020,6,30,7,10.42,54.0,49.0,0.0,1.37
2020,6,30,12,22.4,55.0,59.0,21.166999999999998,3.44
2020,6,30,13,22.41,55.0,59.0,19.041,3.17
2020,6,30,14,20.56,54.0,57.0,14.816999999999995,2.6
2020,6,30,15,16.89,52.0,52.0,8.899,2.05
2020,6,30,16,12.12,49.0,46.0,3.574,1.05
2020,6,30,17,5.8,50.0,49.0,0.5510000000000003,0.43
2020,6,30,18,1.34,49.0,49.0,0.0,0.0
2020,7,2,5,1.14,41.0,35.0,2.341,0.0
2020,7,2,6,4.74,52.0,47.0,5.141000000000001,0.24
2020,7,2,7,8.93,55.0,49.0,0.0,1.27
2020,7,3,5,1.2,42.0,36.0,2.627,0.0
2020,7,3,6,4.47,50.0,47.0,5.9879999999999995,0.45
2020,7,3,7,10.24,53.0,49.0,0.0,1.17
2020,7,10,10,14.03,51.0,48.0,18.067,1.74
2020,7,10,11,23.83,54.0,58.0,18.912000000000006,2.69
2020,7,10,12,26.27,53.0,59.0,20.148,2.54
2020,7,10,13,25.98,53.0,62.0,18.623,2.06
2020,7,10,14,25.8,55.0,59.0,12.255,2.61
2020,7,10,15,23.65,56.0,61.0,6.365000000000001,1.22
2020,7,10,16,7.94,51.0,48.0,3.3539999999999996,0.69
2020,7,10,17,5.17,50.0,48.0,0.6300000000000001,0.42
2020,7,10,18,1.34,49.0,48.0,0.0,0.0
2020,7,11,5,1.27,43.0,36.0,2.3750000000000004,0.0
2020,7,11,6,3.68,54.0,49.0,6.456,0.63
2020,7,11,7,9.25,56.0,49.0,11.088,1.19
2020,7,11,8,15.08,56.0,48.0,15.285,1.81
2020,7,11,9,19.06,57.0,53.0,21.9,2.4
2020,7,11,10,21.32,56.0,58.0,21.643,3.07
2020,7,11,11,23.8,54.0,61.0,21.776,3.35
2020,7,11,12,23.45,54.0,59.0,21.467,3.35
2020,7,11,13,22.8,53.0,58.0,17.47,3.05
2020,7,11,14,21.28,52.0,57.0,16.214000000000002,2.53
2020,7,11,15,17.2,52.0,52.0,13.914,2.26
2020,7,11,16,15.37,52.0,51.0,5.6560000000000015,1.14
2020,7,11,17,9.32,50.0,45.0,0.7820000000000001,0.43
2020,7,11,18,2.12,50.0,47.0,0.0,0.03
2020,7,12,5,0.98,43.0,36.0,2.382,0.02
2020,7,12,6,4.34,54.0,49.0,6.876,0.67
2020,7,12,7,9.94,57.0,49.0,12.933,1.37
2020,7,12,8,14.8,58.0,51.0,16.815,2.07
2020,7,12,9,18.63,58.0,55.0,19.708,2.69
2020,7,12,10,21.25,56.0,58.0,21.607,3.07
2020,7,12,11,22.31,55.0,59.0,21.896,3.6
2020,7,12,12,22.43,56.0,61.0,22.244,3.58
2020,7,12,13,22.2,56.0,61.0,18.405999999999995,2.98
2020,7,12,14,20.16,54.0,55.0,15.487000000000002,2.62
2020,7,12,15,17.89,52.0,53.0,12.124999999999998,2.01
2020,7,12,16,13.41,49.0,47.0,6.475,1.41
2020,7,12,17,9.43,49.0,45.0,1.3239999999999998,0.54
2020,7,12,18,3.29,49.0,47.0,0.0,0.01
2020,7,13,5,0.95,43.0,36.0,2.2590000000000003,0.0
2020,7,13,6,4.64,53.0,48.0,7.582000000000002,0.5
2020,7,13,7,9.77,56.0,49.0,12.270999999999999,1.36
2020,7,13,8,15.06,58.0,51.0,16.564999999999998,2.04
2020,7,13,9,18.6,59.0,55.0,19.017,2.63
2020,7,13,10,21.13,57.0,57.0,21.329000000000004,3.03
2020,7,13,11,22.11,56.0,59.0,22.699,3.5
2020,7,13,12,22.51,57.0,59.0,19.680999999999997,3.52
2020,7,13,13,20.77,56.0,58.0,17.465,2.87
2020,7,13,14,18.74,54.0,55.0,15.804,2.46
2020,7,13,15,17.89,54.0,54.0,11.194000000000004,1.96
2020,7,13,16,14.71,52.0,51.0,5.507999999999999,1.21
2020,7,13,17,8.23,51.0,47.0,0.992,0.51
2020,7,13,18,2.18,50.0,49.0,0.0,0.02
2020,7,14,5,0.89,41.0,34.0,2.064,0.0
2020,7,14,6,3.87,51.0,46.0,7.1389999999999985,0.49
2020,7,14,7,9.65,56.0,49.0,12.168,1.16
2020,7,14,8,14.76,58.0,52.0,16.116,1.98
2020,7,14,9,17.83,59.0,54.0,19.459,2.59
2020,7,14,10,21.3,57.0,59.0,21.513,3.05
2020,7,14,11,22.31,57.0,62.0,21.324,3.49
2020,7,14,12,21.46,57.0,59.0,18.101,2.8
2020,7,14,13,19.66,55.0,57.0,16.04,2.74
2020,7,14,14,17.3,53.0,54.0,11.6,2.42
2020,7,14,15,13.53,51.0,48.0,8.896999999999998,1.71
2020,7,14,16,10.29,48.0,45.0,4.6530000000000005,0.9
2020,7,14,17,6.59,49.0,49.0,0.8750000000000001,0.42
2020,7,14,18,2.07,49.0,49.0,0.0,0.0
2020,7,15,5,0.84,41.0,35.0,1.3769999999999998,0.0
2020,7,15,6,1.91,45.0,42.0,2.8160000000000003,0.0
2020,7,15,7,3.81,48.0,49.0,6.5070000000000014,0.6
2020,7,15,8,14.65,49.0,49.0,16.198999999999998,0.96
2020,7,15,9,18.32,55.0,54.0,19.421000000000006,2.25
2020,7,15,10,20.99,56.0,58.0,22.68500000000001,2.44
2020,7,15,11,22.67,56.0,59.0,21.629,2.85
2020,7,15,12,24.44,57.0,62.0,20.933000000000003,2.97
2020,7,15,13,25.92,58.0,62.0,15.463,2.36
2020,7,15,14,24.23,56.0,57.0,15.295000000000002,1.97
2020,7,15,15,18.02,51.0,53.0,11.124999999999998,2.02
2020,7,15,16,13.11,49.0,47.0,4.334999999999999,1.04
2020,7,15,17,7.12,51.0,48.0,0.7330000000000001,0.56
2020,7,15,18,1.76,49.0,47.0,0.0,0.0
2020,7,16,5,1.15,43.0,36.0,2.6890000000000005,0.0
2020,7,16,6,4.37,50.0,48.0,7.345,0.41
2020,7,16,7,13.31,52.0,49.0,8.954,1.34
2020,7,16,8,9.93,51.0,43.0,12.632,1.2
2020,7,16,9,23.46,52.0,55.0,19.965999999999998,1.42
2020,7,16,10,26.03,59.0,62.0,11.811,2.18
2020,7,16,11,13.41,57.0,52.0,4.734000000000001,2.44
2020,7,16,12,9.36,49.0,46.0,6.3439999999999985,1.59
2020,7,16,13,9.22,49.0,49.0,8.43,1.17
2020,7,16,14,11.93,47.0,43.0,13.190999999999999,1.2
2020,7,16,15,20.24,50.0,53.0,11.616000000000005,1.28
2020,7,16,16,17.04,51.0,49.0,2.287,1.27
2020,7,16,17,4.54,51.0,48.0,0.535,0.12
2020,7,16,18,1.07,50.0,48.0,0.0,0.0
2020,7,17,5,1.39,44.0,37.0,2.6060000000000003,0.0
2020,7,17,6,4.65,53.0,49.0,7.212000000000001,0.58
2020,7,17,7,10.24,54.0,48.0,12.467,1.35
2020,7,17,8,15.06,57.0,51.0,12.776000000000002,2.09
2020,7,17,9,17.94,57.0,52.0,21.524,2.75
2020,7,17,10,21.63,57.0,59.0,20.824,3.01
2020,7,17,11,22.68,57.0,61.0,22.384,3.6
2020,7,17,12,22.85,57.0,62.0,23.530000000000005,3.6
2020,7,17,13,22.79,57.0,61.0,19.675000000000004,3.07
2020,7,17,14,21.18,56.0,58.0,16.757,2.76
2020,7,17,15,18.34,54.0,54.0,9.662,2.13
2020,7,17,16,13.09,52.0,48.0,4.987,1.22
2020,7,17,17,8.16,50.0,45.0,0.6100000000000001,0.46
2020,7,17,18,1.54,49.0,46.0,0.0,0.0
2020,7,18,5,0.73,44.0,36.0,2.145,0.0
2020,7,18,6,4.28,54.0,49.0,7.055999999999999,0.65
2020,7,18,7,10.33,54.0,49.0,12.121,1.35
2020,7,18,8,14.57,56.0,49.0,16.087,2.01
2020,7,18,9,18.73,57.0,55.0,20.376000000000005,2.69
2020,7,18,10,21.12,57.0,58.0,21.307,3.0
2020,7,18,11,23.07,57.0,62.0,22.160999999999998,3.4
2020,7,18,12,22.79,57.0,61.0,20.48,3.6
2020,7,18,13,21.91,56.0,59.0,21.202,2.99
2020,7,18,14,21.46,53.0,57.0,14.397,2.77
2020,7,18,15,17.3,52.0,52.0,11.582,2.02
2020,7,18,16,13.64,50.0,48.0,4.043,1.29
2020,7,18,17,6.89,49.0,44.0,0.812,0.24
2020,7,18,18,1.95,49.0,46.0,0.0,0.0
2020,7,19,5,0.82,43.0,36.0,1.961,0.0
2020,7,19,6,4.05,51.0,47.0,6.2689999999999975,0.41
2020,7,19,7,8.66,54.0,49.0,13.140999999999998,0.98
2020,7,19,8,15.33,57.0,52.0,16.948,2.03
2020,7,19,9,18.22,59.0,55.0,19.986,2.63
2020,7,19,10,21.78,58.0,59.0,21.233,3.03
2020,7,19,11,22.59,55.0,59.0,21.713,3.26
2020,7,19,12,23.22,56.0,62.0,23.070999999999998,3.53
2020,7,19,13,22.7,57.0,61.0,18.896,3.04
2020,7,19,14,21.27,55.0,58.0,8.693,2.2
2020,7,19,15,19.19,54.0,56.0,2.8819999999999997,0.3
2020,7,19,16,3.05,52.0,49.0,3.347,0.17
2020,7,19,17,4.55,50.0,49.0,0.782,0.07
2020,7,19,18,2.17,49.0,49.0,0.0,0.0
2020,7,20,5,0.71,41.0,34.0,2.161,0.0
2020,7,20,6,4.17,55.0,49.0,6.652,0.59
2020,7,20,7,10.1,57.0,49.0,12.24,1.29
2020,7,20,8,14.82,59.0,52.0,16.582,2.07
2020,7,20,9,18.45,59.0,55.0,19.564,2.61
2020,7,20,10,20.99,59.0,58.0,21.545,2.99
2020,7,20,11,22.66,56.0,59.0,24.233000000000004,3.44
2020,7,20,12,22.92,54.0,59.0,21.853,3.55
2020,7,20,13,23.5,54.0,59.0,18.409000000000002,3.0
2020,7,20,14,24.74,54.0,58.0,5.088,2.44
2020,7,20,15,13.75,53.0,49.0,1.1789999999999998,0.15
2020,7,20,16,1.8,51.0,49.0,0.5199999999999999,0.0
2020,7,20,17,0.61,49.0,46.0,0.30000000000000004,0.0
2020,7,20,18,0.66,48.0,47.0,0.0,0.0
2020,7,21,5,1.12,41.0,33.0,2.3950000000000005,0.0
2020,7,21,6,4.17,53.0,48.0,6.415,0.59
2020,7,21,7,9.52,57.0,49.0,12.216,1.33
2020,7,21,8,14.55,58.0,52.0,17.442,2.01
2020,7,21,9,18.47,59.0,55.0,19.265,2.68
2020,7,21,10,20.86,58.0,59.0,21.138,3.03
2020,7,21,11,21.98,57.0,61.0,22.999000000000002,3.58
2020,7,21,12,22.13,56.0,61.0,20.848000000000003,3.57
2020,7,21,13,21.79,55.0,59.0,18.886,3.0
2020,7,21,14,19.99,54.0,57.0,15.743999999999998,2.83
2020,7,21,15,17.73,53.0,54.0,7.47,1.31
2020,7,21,16,13.35,52.0,49.0,7.050000000000002,0.75
2020,7,21,17,10.4,51.0,46.0,1.1689999999999996,0.41
2020,7,21,18,3.03,51.0,48.0,0.0,0.03
2020,7,22,5,0.79,41.0,35.0,2.1370000000000005,0.0
2020,7,22,6,4.16,54.0,48.0,6.6869999999999985,0.53
2020,7,22,7,9.61,57.0,49.0,11.947000000000001,1.31
2020,7,22,8,14.61,58.0,51.0,17.195,2.04
2020,7,22,9,18.4,59.0,55.0,19.281,2.33
2020,7,22,10,20.55,59.0,59.0,20.576,2.03
2020,7,22,11,21.84,58.0,61.0,21.846,3.2
2020,7,22,12,22.34,57.0,61.0,21.130000000000006,3.49
2020,7,22,13,21.99,56.0,59.0,17.658,3.13
2020,7,22,14,25.61,55.0,62.0,15.120999999999999,1.87
2020,7,22,15,17.89,52.0,53.0,10.928,2.11
2020,7,22,16,13.38,50.0,48.0,4.633,1.22
2020,7,22,17,7.75,49.0,46.0,0.8620000000000001,0.27
2020,7,22,18,2.11,49.0,48.0,0.0,0.0
2020,7,23,5,1.18,41.0,33.0,2.477,0.0
2020,7,23,6,3.79,50.0,47.0,6.242000000000001,0.48
2020,7,23,7,8.98,55.0,49.0,12.190999999999999,1.18
2020,7,23,8,13.61,57.0,49.0,15.597,1.72
2020,7,23,9,17.69,58.0,54.0,18.656,2.34
2020,7,23,10,20.72,58.0,57.0,20.988,2.4
2020,7,23,11,22.14,56.0,59.0,21.312,3.25
2020,7,23,12,22.56,56.0,59.0,22.34,2.91
2020,7,23,13,22.69,56.0,59.0,17.671000000000006,2.85
2020,7,23,14,21.66,54.0,58.0,16.748,2.41
2020,7,23,15,17.82,53.0,53.0,2.416000000000001,1.81
2020,7,23,16,5.04,54.0,48.0,0.7269999999999999,0.0
2020,7,23,17,0.87,51.0,49.0,0.7850000000000001,0.0
2020,7,23,18,1.75,50.0,49.0,0.0,0.0
2020,7,24,5,1.02,42.0,34.0,2.276,0.0
2020,7,24,6,3.54,52.0,47.0,5.941000000000002,0.55
2020,7,24,7,8.5,53.0,49.0,11.302,1.13
2020,7,24,8,13.65,56.0,49.0,16.211,1.79
2020,7,24,9,18.39,58.0,55.0,21.370999999999995,2.65
2020,7,24,10,21.28,58.0,59.0,21.516,2.99
2020,7,24,11,22.25,58.0,62.0,22.134,3.53
2020,7,24,12,22.92,58.0,62.0,21.944000000000006,3.6
2020,7,24,13,22.88,56.0,61.0,16.153,3.18
2020,7,24,14,19.61,54.0,54.0,14.586000000000002,2.39
2020,7,24,15,18.36,53.0,53.0,10.851,1.65
2020,7,24,16,12.59,51.0,47.0,3.1220000000000003,1.33
2020,7,24,17,6.49,50.0,46.0,0.51,0.24
2020,7,24,18,1.25,49.0,47.0,0.0,0.0
2020,7,25,5,1.06,43.0,36.0,2.3840000000000003,0.0
2020,7,25,6,3.73,47.0,46.0,4.897,0.33
2020,7,25,7,8.7,51.0,49.0,10.253,0.81
2020,7,25,8,16.16,55.0,51.0,16.023,1.06
2020,7,25,9,19.44,59.0,57.0,16.022000000000002,1.68
2020,7,25,10,22.23,61.0,61.0,13.959000000000001,2.13
2020,7,25,11,17.24,55.0,52.0,19.505,2.57
2020,7,25,12,26.02,54.0,62.0,13.765,2.8
2020,7,25,13,16.47,52.0,51.0,10.74,1.86
2020,7,25,14,13.83,49.0,47.0,11.602,1.07
2020,7,25,15,18.86,49.0,49.0,7.347999999999999,1.36
2020,7,25,16,11.98,48.0,45.0,2.602,0.76
2020,7,25,17,3.04,50.0,48.0,0.716,0.06
2020,7,25,18,1.74,48.0,49.0,0.0,0.0
2020,7,26,5,0.95,41.0,33.0,2.115,0.0
2020,7,26,6,4.74,49.0,46.0,7.079,0.37
2020,7,26,7,9.11,55.0,49.0,11.524000000000001,1.04
2020,7,26,8,14.96,58.0,51.0,16.468999999999998,1.49
2020,7,26,9,18.69,59.0,55.0,19.699,2.35
2020,7,26,10,21.35,59.0,59.0,22.231,2.99
2020,7,26,11,22.55,56.0,59.0,23.340000000000003,3.5
2020,7,26,12,23.0,54.0,58.0,21.145,3.49
2020,7,26,13,22.07,54.0,58.0,18.566,3.04
2020,7,26,14,20.23,54.0,57.0,17.761,2.79
2020,7,26,15,19.66,55.0,57.0,10.179,1.61
2020,7,26,16,14.86,53.0,49.0,6.563999999999999,0.12
2020,7,26,17,11.01,52.0,46.0,0.4500000000000001,0.3
2020,7,26,18,0.92,51.0,47.0,0.0,0.0
2020,7,27,5,1.28,41.0,33.0,2.315,0.0
2020,7,27,6,3.32,49.0,46.0,5.0779999999999985,0.39
2020,7,27,7,7.67,53.0,49.0,10.735999999999999,0.89
2020,7,27,8,14.72,55.0,49.0,16.348,1.61
2020,7,27,9,18.71,59.0,57.0,20.713,2.41
2020,7,27,10,20.52,59.0,59.0,20.651000000000003,2.75
2020,7,27,11,22.68,56.0,61.0,22.098000000000003,3.18
2020,7,27,12,24.94,57.0,63.0,22.311,3.08
2020,7,27,13,24.01,56.0,62.0,7.790000000000001,2.91
2020,7,27,14,22.92,56.0,58.0,2.008,0.27
2020,7,27,15,2.06,52.0,49.0,1.6020000000000003,0.0
2020,7,27,16,1.91,50.0,49.0,1.6390000000000002,0.0
2020,7,27,17,1.96,49.0,49.0,0.3710000000000001,0.0
2020,7,27,18,0.85,49.0,49.0,0.0,0.0
2020,7,28,5,1.24,41.0,33.0,2.3200000000000003,0.0
2020,7,28,6,3.86,47.0,45.0,7.183,0.48
2020,7,28,7,9.5,55.0,49.0,11.4,0.82
2020,7,28,8,14.62,57.0,51.0,15.379,1.34
2020,7,28,9,18.15,58.0,54.0,19.112,1.0
2020,7,28,10,20.7,57.0,58.0,20.375999999999998,2.45
2020,7,28,11,22.24,56.0,61.0,23.301,3.23
2020,7,28,12,23.29,57.0,62.0,7.872000000000001,3.49
2020,7,28,13,23.86,56.0,60.0,0.937,0.52
2020,7,28,14,1.0,51.0,48.0,1.12,0.0
2020,7,28,15,1.7,47.0,48.0,4.678999999999999,0.07
2020,7,28,16,7.38,48.0,49.0,3.074,0.62
2020,7,28,17,4.67,49.0,48.0,0.3140000000000001,0.23
2020,7,28,18,0.6,48.0,48.0,0.0,0.0
2020,7,29,5,0.84,41.0,34.0,2.222,0.0
2020,7,29,6,4.29,49.0,46.0,2.9330000000000003,0.25
2020,7,29,7,5.03,49.0,49.0,11.518999999999998,0.68
2020,7,29,8,16.21,56.0,49.0,16.438,1.48
2020,7,29,9,19.71,56.0,54.0,14.55,1.97
2020,7,29,10,20.34,56.0,55.0,13.410000000000002,1.14
2020,7,29,11,26.14,53.0,55.0,22.442,1.91
2020,7,29,12,24.35,56.0,61.0,21.063000000000002,2.67
2020,7,29,13,23.43,55.0,59.0,20.590999999999998,1.48
2020,7,29,14,20.33,54.0,58.0,14.816000000000004,2.56
2020,7,29,15,17.08,53.0,54.0,9.535,1.97
2020,7,29,16,11.84,51.0,47.0,4.061,1.1
2020,7,29,17,6.13,51.0,49.0,0.6750000000000002,0.3
2020,7,29,18,1.76,50.0,49.0,0.0,0.0
2020,7,30,5,0.45,42.0,34.0,2.0780000000000003,0.0
2020,7,30,6,4.3,47.0,45.0,3.173,0.07
2020,7,30,7,3.83,49.0,49.0,3.345,0.4
2020,7,30,8,5.07,49.0,49.0,8.717,0.64
2020,7,30,9,15.59,51.0,49.0,12.065,1.42
2020,7,30,10,24.69,53.0,58.0,11.619000000000002,2.47
2020,7,30,11,25.77,54.0,61.0,8.98,1.22
2020,7,30,12,11.78,50.0,46.0,6.587000000000001,1.27
2020,7,30,13,7.78,51.0,48.0,5.635000000000002,0.65
2020,7,30,14,7.34,51.0,49.0,8.7,0.6
2020,7,30,15,16.48,48.0,47.0,6.130000000000001,1.15
2020,7,30,16,9.32,51.0,49.0,2.708,0.7
2020,7,30,17,4.12,51.0,49.0,0.546,0.38
2020,7,30,18,1.29,49.0,46.0,0.0,0.0
2020,7,31,5,0.58,41.0,34.0,1.9080000000000001,0.0
2020,7,31,6,3.49,45.0,43.0,5.539,0.16
2020,7,31,7,7.97,50.0,48.0,6.558000000000002,0.91
2020,7,31,8,9.7,51.0,49.0,11.837,1.35
2020,7,31,9,17.03,54.0,52.0,20.763,1.61
2020,7,31,10,21.22,56.0,59.0,21.572000000000006,3.0
2020,7,31,11,23.23,57.0,62.0,22.018,2.43
2020,7,31,12,23.02,58.0,62.0,21.055,3.07
2020,7,31,13,21.9,57.0,62.0,19.139,3.01
2020,7,31,14,20.8,55.0,59.0,14.1,2.63
2020,7,31,15,18.2,52.0,53.0,8.438999999999998,1.74
2020,7,31,16,13.75,51.0,48.0,4.947,1.03
2020,7,31,17,7.2,50.0,47.0,0.8420000000000001,0.49
